RL;PREMIER_ROMAN;EAN;titre;auteur;TYPES;GENRE;Editeur;PAYS;CONTINENT;Traduit de;Traduit par;Date de parution;MOIS;ANNEE_PUBLICATION;url;categorie;prix_gf;prix_ebook;couverture;caracteristiques;ISBN;Format;Présentation;Nb. de pages;Poids;Dimensions;Collection
;;9782406150565;Voyages du cousin Jacques dans la Lune et les planètes (1786-1789)- Grand Format;Louis-Abel Beffroy de Reigny;;;Classiques Garnier;;;;;2023-09-06 00:00:00;;;https://www.decitre.fr/livres/voyages-du-cousin-jacques-dans-la-lune-et-les-planetes-1786-1789-9782406150565.html;['Livres', 'Littérature', 'Romans'];45,00 €;pas de prix ebook;https://products-images.di-static.com/image/hachette-les-ailes-de-l-amour-comedie-en-un-acte-en-vers-et-en-vaudevilles-melee-d-airs-nouveaux/9782012730816-200x303-1.webp 1x,https://products-images.di-static.com/image/hachette-les-ailes-de-l-amour-comedie-en-un-acte-en-vers-et-en-vaudevilles-melee-d-airs-nouveaux/9782012730816-200x303-2.webp 2x;Date de parution|06/09/2023|Editeur|Classiques Garnier|Collection|Lire le dix-huitième siècle|ISBN|978-2-406-15056-5|EAN|9782406150565|Format|Grand Format|Présentation|Broché|Nb. de pages|408 pages|Poids|0.522 Kg|Dimensions|15,0 cm × 22,0 cm × 2,1 cm;978-2-406-15056-5;Grand Format;Broché;408 pages;0.522 Kg;15,0 cm × 22,0 cm × 2,1 cm;Lire le dix-huitième siècle
;;9782381222356;La reine à la rose rouge- Grand Format;Philippa Gregory;;;Hauteville Editions;;;;;2023-09-06 00:00:00;;;https://www.decitre.fr/livres/la-reine-a-la-rose-rouge-9782381222356.html;['Livres', 'Littérature', 'Romans'];8,90 €;Ebook5,99 €;https://products-images.di-static.com/image/philippa-gregory-la-reine-a-la-rose-rouge/9782381222769-70x95-1.webp 1x,https://products-images.di-static.com/image/philippa-gregory-la-reine-a-la-rose-rouge/9782381222769-70x95-2.webp 2x;Date de parution|06/09/2023|Editeur|Hauteville Editions|ISBN|978-2-38122-235-6|EAN|9782381222356|Format|Grand Format|Présentation|Broché|Nb. de pages|456 pages|Poids|0.24 Kg|Dimensions|11,0 cm × 17,8 cm × 1,8 cm;978-2-38122-235-6;Grand Format;Broché;456 pages;0.24 Kg;11,0 cm × 17,8 cm × 1,8 cm;
;;9782381222448;Les Reines maudites Tome 2- Grand Format;Alison Weir;;;Hauteville Editions;;;;;2023-09-06 00:00:00;;;https://www.decitre.fr/livres/les-reines-maudites-tome-2-anne-boleyn-9782381222448.html;['Livres', 'Littérature', 'Romans'];24,95 €;Ebook9,99 €;https://products-images.di-static.com/image/alison-weir-les-reines-maudites-tome-2-anne-boleyn/9782381222820-70x95-1.webp 1x,https://products-images.di-static.com/image/alison-weir-les-reines-maudites-tome-2-anne-boleyn/9782381222820-70x95-2.webp 2x;Date de parution|06/09/2023|Editeur|Hauteville Editions|ISBN|978-2-38122-244-8|EAN|9782381222448|Format|Grand Format|Présentation|Broché|Nb. de pages|768 pages|Poids|0.614 Kg|Dimensions|14,2 cm × 21,3 cm × 3,3 cm;978-2-38122-244-8;Grand Format;Broché;768 pages;0.614 Kg;14,2 cm × 21,3 cm × 3,3 cm;
;;9782381224978;La reine à la rose blanche- Grand Format;Philippa Gregory;;;Hauteville Editions;;;;;2023-09-06 00:00:00;;;https://www.decitre.fr/livres/la-reine-a-la-rose-blanche-9782381224978.html;['Livres', 'Littérature', 'Romans'];8,90 €;Ebook5,99 €;https://products-images.di-static.com/image/philippa-gregory-la-reine-a-la-rose-blanche/9782381225944-70x95-1.webp 1x,https://products-images.di-static.com/image/philippa-gregory-la-reine-a-la-rose-blanche/9782381225944-70x95-2.webp 2x;Date de parution|06/09/2023|Editeur|Hauteville Editions|ISBN|978-2-38122-497-8|EAN|9782381224978|Format|Grand Format|Présentation|Broché|Nb. de pages|480 pages|Poids|0.254 Kg|Dimensions|11,2 cm × 17,8 cm × 2,2 cm;978-2-38122-497-8;Grand Format;Broché;480 pages;0.254 Kg;11,2 cm × 17,8 cm × 2,2 cm;
;;9782310054072;Le serment- Grand Format;Robert Yvelin;;;Amalthée;;;;;2023-09-06 00:00:00;;;https://www.decitre.fr/livres/le-serment-9782310054072.html;['Livres', 'Littérature', 'Romans'];24,00 €;pas de prix ebook;https://products-images.di-static.com/image/hachette-l-elixir-du-potard/9782310030274-200x303-1.webp 1x,https://products-images.di-static.com/image/hachette-l-elixir-du-potard/9782310030274-200x303-2.webp 2x;Date de parution|06/09/2023|Editeur|Amalthée|Collection|Reflets d'Histoire|ISBN|978-2-310-05407-2|EAN|9782310054072|Format|Grand Format|Présentation|Broché|Nb. de pages|434 pages|Poids|0.6 Kg|Dimensions|14,8 cm × 21,0 cm × 0,0 cm;978-2-310-05407-2;Grand Format;Broché;434 pages;0.6 Kg;14,8 cm × 21,0 cm × 0,0 cm;Reflets d'Histoire
;;9782310054812;Jusqu'à toi Baltazard- Grand Format;Nathalie Capucine;;;Amalthée;;;;;2023-09-06 00:00:00;;;https://www.decitre.fr/livres/jusqu-a-toi-baltazard-9782310054812.html;['Livres', 'Littérature', 'Romans'];14,90 €;pas de prix ebook;https://products-images.di-static.com/image/cedric-sapin-defour-son-odeur-apres-la-pluie/9782234093966-200x303-1.webp 1x,https://products-images.di-static.com/image/cedric-sapin-defour-son-odeur-apres-la-pluie/9782234093966-200x303-2.webp 2x;Date de parution|06/09/2023|Editeur|Amalthée|Collection|Portraits de vies|ISBN|978-2-310-05481-2|EAN|9782310054812|Format|Grand Format|Présentation|Broché|Nb. de pages|150 pages|Poids|0.3 Kg|Dimensions|14,8 cm × 21,0 cm × 0,0 cm;978-2-310-05481-2;Grand Format;Broché;150 pages;0.3 Kg;14,8 cm × 21,0 cm × 0,0 cm;Portraits de vies
;;9782310054683;Transparences- Grand Format;Fabienne de Plescy;;;Amalthée;;;;;2023-09-06 00:00:00;;;https://www.decitre.fr/livres/transparences-9782310054683.html;['Livres', 'Littérature', 'Romans'];19,50 €;pas de prix ebook;https://products-images.di-static.com/image/cedric-sapin-defour-son-odeur-apres-la-pluie/9782234093966-200x303-1.webp 1x,https://products-images.di-static.com/image/cedric-sapin-defour-son-odeur-apres-la-pluie/9782234093966-200x303-2.webp 2x;Date de parution|06/09/2023|Editeur|Amalthée|Collection|Portraits de vies|ISBN|978-2-310-05468-3|EAN|9782310054683|Format|Grand Format|Présentation|Broché|Nb. de pages|174 pages|Poids|0.3 Kg|Dimensions|14,8 cm × 21,0 cm × 0,0 cm;978-2-310-05468-3;Grand Format;Broché;174 pages;0.3 Kg;14,8 cm × 21,0 cm × 0,0 cm;Portraits de vies
;;9782900315187;Eternellement l’été- Grand Format;Franziska Gansler;;;Astrid Franchet Editions;;;;;2023-09-07 00:00:00;;;https://www.decitre.fr/livres/eternellement-l-ete-9782900315187.html;['Livres', 'Littérature', 'Romans'];21,00 €;pas de prix ebook;https://products-images.di-static.com/image/franziska-gansler-eternellement-l-ete/9782900315187-45x70-1.webp 1x,https://products-images.di-static.com/image/franziska-gansler-eternellement-l-ete/9782900315187-45x70-2.webp 2x;Date de parution|07/09/2023|Editeur|Astrid Franchet Editions|ISBN|978-2-900315-18-7|EAN|9782900315187|Format|Grand Format|Présentation|Broché|Nb. de pages|200 pages|Poids|0.26 Kg|Dimensions|14,0 cm × 20,5 cm × 1,5 cm;978-2-900315-18-7;Grand Format;Broché;200 pages;0.26 Kg;14,0 cm × 20,5 cm × 1,5 cm;
RL;NON;9782753304703;Magnifique- Grand Format;Jean-Félix de La Ville Baugé;Romans français;M;Télémaque (Editions);FRANCE;EUROPE;VF;-;2023-09-07 00:00:00;;;https://www.decitre.fr/livres/magnifique-9782753304703.html;['Livres', 'Littérature', 'Romans'];19,00 €;pas de prix ebook;https://products-images.di-static.com/image/jean-felix-de-la-ville-bauge-magnifique/9782753304703-475x500-1.webp 1x;Date de parution|07/09/2023|Editeur|Télémaque (Editions)|ISBN|978-2-7533-0470-3|EAN|9782753304703|Format|Grand Format|Présentation|Broché|Poids|0.272 Kg|Dimensions|13,1 cm × 20,3 cm × 2,0 cm;978-2-7533-0470-3;Grand Format;Broché;;0.272 Kg;13,1 cm × 20,3 cm × 2,0 cm;
;;9782819507314;Je nous ai attendus si longtemps- Grand Format;Joffrey Gabriel;;;Les nouveaux auteurs;;;;;2023-09-07 00:00:00;;;https://www.decitre.fr/livres/je-nous-ai-attendus-si-longtemps-9782819507314.html;['Livres', 'Littérature', 'Romans'];18,95 €;Ebook19,95 €;https://products-images.di-static.com/image/joffrey-gabriel-je-nous-ai-attendus-si-longtemps/9782819507314-475x500-1.webp 1x;Date de parution|07/09/2023|Editeur|Les nouveaux auteurs|ISBN|978-2-8195-0731-4|EAN|9782819507314|Format|Grand Format|Présentation|Broché|Poids|0.258 Kg|Dimensions|13,8 cm × 21,4 cm × 2,2 cm;978-2-8195-0731-4;Grand Format;Broché;;0.258 Kg;13,8 cm × 21,4 cm × 2,2 cm;
RL;NON;9782382924839;Les enfants de septembre- Grand Format;Jean-René Huguenin;Romans français;M;Bouquins;FRANCE;EUROPE;VF;-;2023-09-07 00:00:00;;;https://www.decitre.fr/livres/les-enfants-de-septembre-9782382924839.html;['Livres', 'Littérature', 'Romans'];21,00 €;Ebook14,99 €;https://products-images.di-static.com/image/jean-rene-huguenin-les-enfants-de-septembre/9782382924839-45x70-1.webp 1x,https://products-images.di-static.com/image/jean-rene-huguenin-les-enfants-de-septembre/9782382924839-45x70-2.webp 2x;Date de parution|07/09/2023|Editeur|Bouquins|ISBN|978-2-38292-483-9|EAN|9782382924839|Format|Grand Format|Présentation|Broché|Nb. de pages|306 pages|Poids|0.308 Kg|Dimensions|13,7 cm × 21,7 cm × 2,2 cm;978-2-38292-483-9;Grand Format;Broché;306 pages;0.308 Kg;13,7 cm × 21,7 cm × 2,2 cm;
RL;NON;9782931220061;Yr- Grand Format;Thomas Stalens;Romans français;M;La lucarne indécente;FRANCE;EUROPE;VF;-;2023-09-07 00:00:00;;;https://www.decitre.fr/livres/yr-9782931220061.html;['Livres', 'Littérature', 'Romans'];20,00 €;pas de prix ebook;https://products-images.di-static.com/image/thomas-stalens-yr/9782931220061-475x500-1.webp 1x,https://products-images.di-static.com/image/thomas-stalens-yr/9782931220061-475x500-2.webp 2x;Date de parution|07/09/2023|Editeur|La lucarne indécente|ISBN|978-2-931220-06-1|EAN|9782931220061|Format|Grand Format|Présentation|Broché|Nb. de pages|264 pages|Poids|0.346 Kg|Dimensions|14,0 cm × 19,8 cm × 1,5 cm;978-2-931220-06-1;Grand Format;Broché;264 pages;0.346 Kg;14,0 cm × 19,8 cm × 1,5 cm;
RL;NON;9782073035004;Pleins phares- Grand Format;Clémentine Haenel;Romans français;F;Gallimard;FRANCE;EUROPE;VF;-;2023-09-07 00:00:00;;;https://www.decitre.fr/livres/pleins-phares-9782073035004.html;['Livres', 'Littérature', 'Romans'];21,00 €;Ebook14,99 €;https://products-images.di-static.com/image/clementine-haenel-pleins-phares/9782073035004-45x70-1.webp 1x,https://products-images.di-static.com/image/clementine-haenel-pleins-phares/9782073035004-45x70-2.webp 2x;Date de parution|07/09/2023|Editeur|Gallimard|Collection|L'Arpenteur|ISBN|978-2-07-303500-4|EAN|9782073035004|Format|Grand Format|Présentation|Broché|Nb. de pages|320 pages|Poids|0.306 Kg|Dimensions|13,0 cm × 21,5 cm × 2,0 cm;978-2-07-303500-4;Grand Format;Broché;320 pages;0.306 Kg;13,0 cm × 21,5 cm × 2,0 cm;L'Arpenteur
;;9782351783085;Chien sauvage- Grand Format;Pekka Juntti;;;Gallmeister;;;;;2023-09-07 00:00:00;;;https://www.decitre.fr/livres/chien-sauvage-9782351783085.html;['Livres', 'Littérature', 'Romans'];25,40 €;Ebook16,99 €;https://products-images.di-static.com/image/pekka-juntti-chien-sauvage/9782351783085-45x70-1.webp 1x,https://products-images.di-static.com/image/pekka-juntti-chien-sauvage/9782351783085-45x70-2.webp 2x;Date de parution|07/09/2023|Editeur|Gallmeister|ISBN|978-2-35178-308-5|EAN|9782351783085|Format|Grand Format|Présentation|Broché|Nb. de pages|464 pages|Poids|0.476 Kg|Dimensions|14,2 cm × 20,6 cm × 3,1 cm;978-2-35178-308-5;Grand Format;Broché;464 pages;0.476 Kg;14,2 cm × 20,6 cm × 3,1 cm;
;;9782715260412;Le monde de Pira- Grand Format;Joel Agee;;;Mercure de France;;;;;2023-09-07 00:00:00;;;https://www.decitre.fr/livres/le-monde-de-pira-9782715260412.html;['Livres', 'Littérature', 'Romans'];23,80 €;Ebook16,99 €;https://products-images.di-static.com/image/joel-agee-le-monde-de-pira/9782715260412-45x70-1.webp 1x,https://products-images.di-static.com/image/joel-agee-le-monde-de-pira/9782715260412-45x70-2.webp 2x;Date de parution|07/09/2023|Editeur|Mercure de France|Collection|Bibliothèque étrangère|ISBN|978-2-7152-6041-2|EAN|9782715260412|Format|Grand Format|Présentation|Broché|Nb. de pages|272 pages|Poids|0.276 Kg|Dimensions|14,0 cm × 20,5 cm × 1,7 cm;978-2-7152-6041-2;Grand Format;Broché;272 pages;0.276 Kg;14,0 cm × 20,5 cm × 1,7 cm;Bibliothèque étrangère
RL;NON;9782818058763;Voyage clandestin avec deux femmes bavardes- Grand Format;Gran Iegor;Romans français;M;P.O.L;FRANCE;EUROPE;VF;-;2023-09-07 00:00:00;;;https://www.decitre.fr/livres/voyage-clandestin-avec-deux-femmes-bavardes-9782818058763.html;['Livres', 'Littérature', 'Romans'];16,00 €;pas de prix ebook;https://products-images.di-static.com/image/gran-iegor-voyage-clandestin-avec-deux-femmes-bavardes/9782818058763-475x500-1.webp 1x;Date de parution|07/09/2023|Editeur|P.O.L|Collection|Fiction|ISBN|978-2-8180-5876-3|EAN|9782818058763|Format|Grand Format|Présentation|Broché|Nb. de pages|192 pages|Poids|0.186 Kg|Dimensions|12,0 cm × 18,5 cm × 1,5 cm;978-2-8180-5876-3;Grand Format;Broché;192 pages;0.186 Kg;12,0 cm × 18,5 cm × 1,5 cm;Fiction
RL;NON;9782359053838;Des vérités boiteuses- Grand Format;Emile Brami;Romans français;M;Ecriture;FRANCE;EUROPE;VF;-;2023-09-07 00:00:00;;;https://www.decitre.fr/livres/des-verites-boiteuses-9782359053838.html;['Livres', 'Littérature', 'Romans'];19,00 €;Ebook13,99 €;https://products-images.di-static.com/image/emile-brami-des-verites-boiteuses/9782359053838-45x70-1.webp 1x,https://products-images.di-static.com/image/emile-brami-des-verites-boiteuses/9782359053838-45x70-2.webp 2x;Date de parution|07/09/2023|Editeur|Ecriture|ISBN|978-2-35905-383-8|EAN|9782359053838|Format|Grand Format|Présentation|Broché|Nb. de pages|272 pages|Poids|0.342 Kg|Dimensions|14,3 cm × 22,7 cm × 1,8 cm;978-2-35905-383-8;Grand Format;Broché;272 pages;0.342 Kg;14,3 cm × 22,7 cm × 1,8 cm;
;;9791039203098;Un bateau pour l'enfer- Grand Format;Gilbert Sinoué;;;Archipoche;;;;;2023-09-07 00:00:00;;;https://www.decitre.fr/livres/un-bateau-pour-l-enfer-9791039203098.html;['Livres', 'Littérature', 'Romans'];8,95 €;Ebook8,49 €;https://products-images.di-static.com/image/gilbert-sinoue-un-bateau-pour-l-enfer/9791039203098-45x70-1.webp 1x,https://products-images.di-static.com/image/gilbert-sinoue-un-bateau-pour-l-enfer/9791039203098-45x70-2.webp 2x;Date de parution|07/09/2023|Editeur|Archipoche|ISBN|979-10-392-0309-8|EAN|9791039203098|Format|Grand Format|Présentation|Broché|Nb. de pages|360 pages|Poids|0.182 Kg|Dimensions|11,0 cm × 17,9 cm × 1,6 cm;979-10-392-0309-8;Grand Format;Broché;360 pages;0.182 Kg;11,0 cm × 17,9 cm × 1,6 cm;
;;9782073010292;Les plaines- Grand Format;Federico Falco;;;Scribes;;;;;2023-09-07 00:00:00;;;https://www.decitre.fr/livres/les-plaines-9782073010292.html;['Livres', 'Littérature', 'Romans'];22,50 €;Ebook15,99 €;https://products-images.di-static.com/image/federico-falco-les-plaines/9782073010292-45x70-1.webp 1x,https://products-images.di-static.com/image/federico-falco-les-plaines/9782073010292-45x70-2.webp 2x;Date de parution|07/09/2023|Editeur|Scribes|Collection|Scribes - Littérature étrangèr|ISBN|978-2-07-301029-2|EAN|9782073010292|Format|Grand Format|Présentation|Broché|Nb. de pages|280 pages|Poids|0.29 Kg|Dimensions|14,0 cm × 20,5 cm × 1,8 cm;978-2-07-301029-2;Grand Format;Broché;280 pages;0.29 Kg;14,0 cm × 20,5 cm × 1,8 cm;Scribes - Littérature étrangèr
RL;NON;9782367491097;Lire Tue- Grand Format;Philippe Nicolas;Romans français;F;Cohen&Cohen;FRANCE;EUROPE;VF;-;2023-09-07 00:00:00;;;https://www.decitre.fr/livres/lire-tue-9782367491097.html;['Livres', 'Littérature', 'Romans'];21,00 €;pas de prix ebook;https://products-images.di-static.com/image/philippe-nicolas-lire-tue/9782367491097-475x500-1.webp 1x;Date de parution|07/09/2023|Editeur|Cohen&Cohen|ISBN|978-2-36749-109-7|EAN|9782367491097|Format|Grand Format|Présentation|Broché|Poids|0.17 Kg|Dimensions|14,3 cm × 22,7 cm × 1,1 cm;978-2-36749-109-7;Grand Format;Broché;;0.17 Kg;14,3 cm × 22,7 cm × 1,1 cm;
RL;NON;9782812939013;Avril blanc- Grand Format;Christian Vialle;Romans français;M;De Borée;FRANCE;EUROPE;VF;-;2023-09-07 00:00:00;;;https://www.decitre.fr/livres/avril-blanc-9782812939013.html;['Livres', 'Littérature', 'Romans'];19,40 €;Ebook9,99 €;https://products-images.di-static.com/image/christian-vialle-avril-blanc/9782812939013-45x70-1.webp 1x,https://products-images.di-static.com/image/christian-vialle-avril-blanc/9782812939013-45x70-2.webp 2x;Date de parution|07/09/2023|Editeur|De Borée|Collection|Terres d'écriture|ISBN|978-2-8129-3901-3|EAN|9782812939013|Format|Grand Format|Présentation|Broché|Poids|0.284 Kg|Dimensions|15,0 cm × 22,9 cm × 1,7 cm;978-2-8129-3901-3;Grand Format;Broché;;0.284 Kg;15,0 cm × 22,9 cm × 1,7 cm;Terres d'écriture
;;9782072982071;Mary- Grand Format;Anne Eekhout;;;Gallimard;;;;;2023-09-07 00:00:00;;;https://www.decitre.fr/livres/mary-9782072982071.html;['Livres', 'Littérature', 'Romans'];24,00 €;Ebook16,99 €;https://products-images.di-static.com/image/anne-eekhout-mary/9782072982071-45x70-1.webp 1x,https://products-images.di-static.com/image/anne-eekhout-mary/9782072982071-45x70-2.webp 2x;Date de parution|07/09/2023|Editeur|Gallimard|Collection|Du monde entier|ISBN|978-2-07-298207-1|EAN|9782072982071|Format|Grand Format|Présentation|Broché|Nb. de pages|400 pages|Poids|0.402 Kg|Dimensions|14,0 cm × 20,5 cm × 2,7 cm;978-2-07-298207-1;Grand Format;Broché;400 pages;0.402 Kg;14,0 cm × 20,5 cm × 2,7 cm;Du monde entier
;;9782073022424;Au bon vieux temps de Dieu- Grand Format;Sebastian Barry;;;Editions Joëlle Losfeld;;;;;2023-09-07 00:00:00;;;https://www.decitre.fr/livres/au-bon-vieux-temps-de-dieu-9782073022424.html;['Livres', 'Littérature', 'Romans'];22,00 €;Ebook15,99 €;https://products-images.di-static.com/image/sebastian-barry-au-bon-vieux-temps-de-dieu/9782073022424-45x70-1.webp 1x,https://products-images.di-static.com/image/sebastian-barry-au-bon-vieux-temps-de-dieu/9782073022424-45x70-2.webp 2x;Date de parution|07/09/2023|Editeur|Editions Joëlle Losfeld|Collection|Littérature étrangère|ISBN|978-2-07-302242-4|EAN|9782073022424|Format|Grand Format|Présentation|Broché|Nb. de pages|256 pages|Poids|0.354 Kg|Dimensions|15,0 cm × 22,0 cm × 2,0 cm;978-2-07-302242-4;Grand Format;Broché;256 pages;0.354 Kg;15,0 cm × 22,0 cm × 2,0 cm;Littérature étrangère
;;9782848054926;Le café sans nom- Grand Format;Robert Seethaler;;;Sabine Wespieser Editeur;;;;;2023-09-07 00:00:00;;;https://www.decitre.fr/livres/le-cafe-sans-nom-9782848054926.html;['Livres', 'Littérature', 'Romans'];23,00 €;Ebook17,99 €;https://products-images.di-static.com/image/robert-seethaler-le-cafe-sans-nom/9782848054926-45x70-1.webp 1x,https://products-images.di-static.com/image/robert-seethaler-le-cafe-sans-nom/9782848054926-45x70-2.webp 2x;Date de parution|07/09/2023|Editeur|Sabine Wespieser Editeur|ISBN|978-2-84805-492-6|EAN|9782848054926|Format|Grand Format|Présentation|Broché|Nb. de pages|248 pages|Poids|0.274 Kg|Dimensions|14,0 cm × 18,3 cm × 1,5 cm;978-2-84805-492-6;Grand Format;Broché;248 pages;0.274 Kg;14,0 cm × 18,3 cm × 1,5 cm;
;;9791034908134;Plan américain- Grand Format;Seth Greenland;;;Liana Levi;;;;;2023-09-07 00:00:00;;;https://www.decitre.fr/livres/plan-americain-9791034908134.html;['Livres', 'Littérature', 'Romans'];22,00 €;pas de prix ebook;https://products-images.di-static.com/image/seth-greenland-plan-americain/9791034908134-475x500-1.webp 1x;Date de parution|07/09/2023|Editeur|Liana Levi|ISBN|979-10-349-0813-4|EAN|9791034908134|Format|Grand Format|Présentation|Broché|Nb. de pages|352 pages|Poids|0.354 Kg|Dimensions|14,2 cm × 21,0 cm × 2,0 cm;979-10-349-0813-4;Grand Format;Broché;352 pages;0.354 Kg;14,2 cm × 21,0 cm × 2,0 cm;
RL;PREMIER ROMAN;9782365697224;Les chants d'amour de Wood Place- Grand Format;Honorée Fanonne Jeffers;Romans français;M;Les Escales (Editions);FRANCE;EUROPE;VF;-;2023-09-07 00:00:00;;;https://www.decitre.fr/livres/les-chants-d-amour-de-wood-place-9782365697224.html;['Livres', 'Littérature', 'Romans'];27,00 €;Ebook15,99 €;https://products-images.di-static.com/image/honoree-fanonne-jeffers-les-chants-d-amour-de-wood-place/9782365697224-45x70-1.webp 1x,https://products-images.di-static.com/image/honoree-fanonne-jeffers-les-chants-d-amour-de-wood-place/9782365697224-45x70-2.webp 2x;Date de parution|07/09/2023|Editeur|Les Escales (Editions)|ISBN|978-2-36569-722-4|EAN|9782365697224|Format|Grand Format|Présentation|Broché|Nb. de pages|912 pages|Poids|1.026 Kg|Dimensions|15,7 cm × 24,3 cm × 3,7 cm;978-2-36569-722-4;Grand Format;Broché;912 pages;1.026 Kg;15,7 cm × 24,3 cm × 3,7 cm;
